CustomerID,Age,Gender,Tenure,Annual_Income,Spending_Score,Credit_Score,Online_Activity,True_Segment,Cluster,Distance_to_Target
2296,58,Male,86,28517.98488527292,100.0,849,5.0,Budget-Conscious,2,2.623326477888439
2297,40,Female,67,17763.16247703572,100.0,850,3.9,Budget-Conscious,2,2.8314719248762303
2298,49,Female,114,109891.92639415302,1.0,357,1.0,Credit-Reliant,1,3.3226905299931437
2299,49,Male,31,34840.83540124831,1.0,300,5.0,Premium-Loyalists,0,2.1459190007490943
2300,34,Male,33,15317.158954327677,100.0,850,4.8,Budget-Conscious,2,2.7882038158484823
2301,59,Female,88,70004.48879534063,96.35634037416636,309,5.0,Digital-Shoppers,3,0.09477758045307663
2302,42,Male,1,118574.41700780336,1.0,326,1.1,Credit-Reliant,1,3.3632185510440378
2303,33,Male,44,110322.78254442314,1.0,369,1.0,Credit-Reliant,1,3.330907231055408
2304,53,Male,15,99346.88602908626,1.0,315,1.0,Credit-Reliant,1,3.226015992093212
2305,31,Male,37,14847.439318556604,1.0,312,5.0,Premium-Loyalists,0,2.411995185375012
2306,45,Male,27,14389.502208730888,100.0,850,4.1,Budget-Conscious,2,2.8497009914580103
2307,44,Male,102,68095.95696276783,100.0,307,5.0,Digital-Shoppers,3,0.0697627103609286
2308,61,Male,48,23837.58733244039,1.0,303,5.0,Premium-Loyalists,0,2.280332419604059
2309,52,Female,27,103605.78083142072,1.0,346,1.0,Credit-Reliant,1,3.2640422202249324
2310,44,Female,108,59148.98752277453,100.0,309,5.0,Digital-Shoppers,3,0.2098752309747269
2311,57,Male,12,7034.353387408499,1.0,308,5.0,Premium-Loyalists,0,2.53934018414619
2312,65,Male,67,4565.2963124192565,1.0,313,5.0,Premium-Loyalists,0,2.5821134245298567
2313,53,Female,30,93917.75590272772,1.0,301,1.0,Credit-Reliant,1,3.188877901046563
2314,45,Male,96,81525.8066483624,1.0,318,1.0,Credit-Reliant,1,3.129313856170429
2315,25,Male,87,38415.05774456393,100.0,838,4.8,Budget-Conscious,2,2.487352846797341
2316,29,Male,66,22946.542185408347,1.0,300,5.0,Premium-Loyalists,0,2.2926414727615554
2317,40,Female,7,11222.627622313044,1.0,300,5.0,Premium-Loyalists,0,2.469623549072249
2318,35,Female,34,75243.71731083137,100.0,300,5.0,Digital-Shoppers,3,0.24000009532850816
2319,42,Female,32,105366.99291974456,1.0,384,1.3,Credit-Reliant,1,3.1638105188685492
2320,45,Female,117,73895.7784549239,94.09479632694196,317,5.0,Digital-Shoppers,3,0.21323417057449778
2321,52,Female,39,11818.257534415628,1.0,311,5.0,Premium-Loyalists,0,2.460024143100931
2322,43,Male,96,6878.718553320203,1.0,311,5.0,Premium-Loyalists,0,2.542101666974515
2323,52,Female,43,9898.245371285564,1.0,300,5.0,Premium-Loyalists,0,2.4913430895126027
2324,45,Male,43,7161.02810782133,1.0,300,5.0,Premium-Loyalists,0,2.5372335091784843
2325,18,Female,78,22105.795499957625,100.0,842,4.5,Budget-Conscious,2,2.684642566359374
2326,30,Female,3,71575.26333730295,100.0,302,5.0,Digital-Shoppers,3,0.14545760549671236
2327,42,Female,46,35954.747050069986,100.0,848,5.0,Budget-Conscious,2,2.547420821290531
2328,26,Male,32,35552.49053474022,100.0,845,3.6,Budget-Conscious,2,2.673684868040099
2329,53,Male,43,26190.65872593329,100.0,838,4.9,Budget-Conscious,2,2.6047955134159144
2330,67,Female,100,29808.21842648952,100.0,850,3.6,Budget-Conscious,2,2.745592321886038
2331,63,Female,81,62639.34924556343,100.0,300,5.0,Digital-Shoppers,3,0.12305658504406777
2332,41,Female,112,102676.96695231018,1.0,398,1.0,Credit-Reliant,1,3.277533652327194
2333,67,Male,3,62409.59324673005,97.90801171328688,300,5.0,Digital-Shoppers,3,0.116214885113246
2334,47,Female,74,2053.5624780639387,100.0,823,3.5,Budget-Conscious,2,3.0198739270095647
2335,39,Female,117,73167.70613875025,92.42190811350837,302,5.0,Digital-Shoppers,3,0.20236305399926208
2336,35,Female,63,2965.451117887171,1.0,300,5.0,Premium-Loyalists,0,2.6100521720219656
2337,40,Female,111,105892.26541026804,1.0,319,1.5,Credit-Reliant,1,3.0662565229349767
2338,39,Female,40,106296.24134510913,1.0,312,1.5,Credit-Reliant,1,3.069547539414884
2339,47,Female,18,62084.16923618107,100.0,300,5.0,Digital-Shoppers,3,0.13628749166513857
2340,47,Female,67,7657.292649187646,1.0,314,5.0,Premium-Loyalists,0,2.52905655730538
2341,45,Female,103,74115.3827743901,100.0,306,5.0,Digital-Shoppers,3,0.2097168600459683
2342,51,Male,62,27917.761509781747,100.0,832,4.3,Budget-Conscious,2,2.5948667753088803
2343,62,Male,10,96103.4810644789,1.0,320,1.0,Credit-Reliant,1,3.2036334713867074
2344,59,Female,52,11754.872782318607,1.0,300,5.0,Premium-Loyalists,0,2.4609865506783235
2345,22,Female,73,27349.081856972683,100.0,832,4.4,Budget-Conscious,2,2.592053266632426
2346,18,Female,46,86465.42766479318,1.0,350,1.0,Credit-Reliant,1,3.154985693977815
2347,59,Female,55,8183.6729444805505,1.0,314,5.0,Premium-Loyalists,0,2.5201755441163614
2348,24,Male,46,34172.96576906562,100.0,842,5.0,Budget-Conscious,2,2.5383954754178326
2349,41,Female,75,46550.23865866607,100.0,849,3.6,Budget-Conscious,2,2.612623936685231
2350,27,Female,60,11841.41224730819,1.0,303,5.0,Premium-Loyalists,0,2.4595083851553783
2351,18,Male,97,104554.7595478424,1.0,300,1.0,Credit-Reliant,1,3.266895710976348
2352,53,Male,100,2640.5695504853397,1.0,309,5.0,Premium-Loyalists,0,2.615790485825474
2353,56,Female,26,8802.101432075908,1.0,304,5.0,Premium-Loyalists,0,2.509473601856709
2354,36,Male,27,6019.304466564168,1.0,300,5.0,Premium-Loyalists,0,2.556759962326959
2355,18,Female,38,9504.054799293928,1.0,300,5.0,Premium-Loyalists,0,2.497869646611555
2356,36,Male,22,97803.35664730586,1.0,324,1.0,Credit-Reliant,1,3.215712460122453
2357,50,Female,26,50692.78191782016,100.0,300,5.0,Digital-Shoppers,3,0.43327902719035005
2358,22,Female,86,84553.74874093664,100.0,303,5.0,Digital-Shoppers,3,0.4864357201302877
2359,47,Female,69,5103.783833206501,1.0,308,5.0,Premium-Loyalists,0,2.5725281172535537
2360,44,Male,35,26197.96125726052,100.0,844,3.6,Budget-Conscious,2,2.7591009561501387
2361,53,Female,66,72184.96389358357,100.0,300,5.0,Digital-Shoppers,3,0.1615854563566346
2362,46,Male,99,25681.9582889738,100.0,836,4.4,Budget-Conscious,2,2.626602945428251
2363,30,Male,73,19642.978838100997,1.0,300,5.0,Premium-Loyalists,0,2.339554197716444
2364,62,Female,115,96256.2415053672,1.0,329,1.0,Credit-Reliant,1,3.20574474472592
2365,42,Female,51,841.5640734064181,1.0,300,5.0,Premium-Loyalists,0,2.647990277965554
2366,44,Female,113,48167.84139385937,95.4491262732059,305,5.0,Digital-Shoppers,3,0.49841527577548994
2367,31,Male,18,97744.92202104452,1.0,300,1.0,Credit-Reliant,1,3.2142426591714504
2368,38,Male,43,19673.33526558097,1.0,312,5.0,Premium-Loyalists,0,2.3392342786934637
2369,31,Male,12,13602.749080209744,1.0,316,5.0,Premium-Loyalists,0,2.431834030981046
2370,42,Female,3,7495.571979494932,1.0,304,5.0,Premium-Loyalists,0,2.5314675412333516
2371,70,Female,82,59956.109311859465,100.0,304,5.0,Digital-Shoppers,3,0.18823332995612677
2372,24,Female,102,87354.61969619012,1.0,354,1.0,Credit-Reliant,1,3.1603079474886004
2373,20,Female,7,71219.24840408194,100.0,309,5.0,Digital-Shoppers,3,0.13742613208338283
2374,67,Male,97,19013.23243683956,1.0,300,5.0,Premium-Loyalists,0,2.348773309263807
2375,41,Male,6,3923.174356163161,1.0,300,5.0,Premium-Loyalists,0,2.59317613193544
2376,34,Male,82,35482.626585647675,100.0,781,4.7,Budget-Conscious,2,2.280244703539129
2377,60,Male,45,96829.62958540596,1.0,379,1.0,Credit-Reliant,1,3.2246692830870827
2378,35,Male,86,62370.19150186801,83.14149753126344,303,5.0,Digital-Shoppers,3,0.31020980289435185
2379,72,Female,115,115140.97396062908,1.0,340,1.0,Credit-Reliant,1,3.3705589452502074
2380,55,Male,39,62307.977949043765,93.73488676138982,304,5.0,Digital-Shoppers,3,0.13651082352541086
2381,37,Female,51,8397.479823838938,1.0,308,5.0,Premium-Loyalists,0,2.5162907715271414
2382,77,Male,9,4535.540622848249,1.0,310,5.0,Premium-Loyalists,0,2.5824790535986155
2383,35,Female,99,93888.73930017014,1.0,314,1.0,Credit-Reliant,1,3.188915212166973
2384,56,Female,23,97628.48283365392,1.0,336,1.0,Credit-Reliant,1,3.216335821864673
2385,49,Female,12,20384.95904434805,100.0,850,5.0,Budget-Conscious,2,2.720478162122675
2386,64,Male,116,11014.839250236802,1.0,300,5.0,Premium-Loyalists,0,2.4730098040271034
2387,68,Female,88,11546.081855128636,1.0,307,5.0,Premium-Loyalists,0,2.4642964076731415
2388,45,Female,62,61122.13918281696,100.0,310,5.0,Digital-Shoppers,3,0.16019600637795373
2389,33,Male,114,5391.240098684989,1.0,302,5.0,Premium-Loyalists,0,2.567537223627049
2390,51,Male,104,13286.200073809614,100.0,843,5.0,Budget-Conscious,2,2.7865270377040745
2391,34,Male,73,53975.28731901039,96.9470578402498,307,5.0,Digital-Shoppers,3,0.3408256338516822
2392,75,Female,77,108548.02792664163,1.0,380,1.0,Credit-Reliant,1,3.318859952121856
2393,47,Female,40,23248.169054162616,100.0,830,4.6,Budget-Conscious,2,2.617501976099629
2394,39,Female,54,63823.292150006,100.0,311,5.0,Digital-Shoppers,3,0.0981204017108867
2395,47,Male,106,54852.9635293267,100.0,300,5.0,Digital-Shoppers,3,0.32268348388539425
2396,24,Male,81,79901.16706449013,100.0,300,5.0,Digital-Shoppers,3,0.3628041158128077
2397,30,Female,7,10192.479557959954,1.0,300,5.0,Premium-Loyalists,0,2.4864898868200593
2398,63,Male,17,20812.71595504715,1.0,300,5.0,Premium-Loyalists,0,2.3226616514887084
2399,35,Female,119,23202.438452749386,100.0,850,4.6,Budget-Conscious,2,2.6972708965459957
2400,29,Female,50,30288.35975390297,100.0,850,4.0,Budget-Conscious,2,2.6772028680847284
2401,53,Male,24,9370.100895095507,1.0,319,5.0,Premium-Loyalists,0,2.500798119212252
2402,62,Female,2,92822.30612721085,1.0,389,1.0,Credit-Reliant,1,3.204000049667956
2403,55,Male,99,103797.1674285449,1.0,430,1.0,Credit-Reliant,1,3.3074506399624584
2404,59,Female,92,2716.407192784581,1.0,302,5.0,Premium-Loyalists,0,2.6144074406818385
2405,33,Male,83,25038.823917008373,100.0,840,3.9,Budget-Conscious,2,2.7068906747904022
2406,23,Female,33,60710.32314995761,100.0,304,5.0,Digital-Shoppers,3,0.16896712620924115
2407,67,Male,21,51889.77544557978,100.0,831,5.0,Budget-Conscious,2,2.3678792603241785
2408,40,Male,117,67683.06587986529,100.0,314,5.0,Digital-Shoppers,3,0.07536099967902399
2409,41,Female,74,110622.93038439933,1.0,303,1.0,Credit-Reliant,1,3.3215976356817922
2410,64,Male,53,46523.93982446775,100.0,829,3.7,Budget-Conscious,2,2.5118013309172236
2411,53,Female,46,48628.54795718743,100.0,316,5.0,Digital-Shoppers,3,0.49046933176250024
2412,51,Male,45,101922.06722778916,1.0,309,1.0,Credit-Reliant,1,3.2453963262689154
2413,77,Female,9,117871.8136802787,1.0,368,1.0,Credit-Reliant,1,3.4077234922161685
2414,35,Male,102,122590.66033832492,1.0,302,1.0,Credit-Reliant,1,3.4498241184532166
2415,58,Female,6,79318.5428261254,100.0,307,5.0,Digital-Shoppers,3,0.3468271083481239
2416,45,Male,51,108195.75498398714,1.0,419,1.0,Credit-Reliant,1,3.3374823257368376
2417,49,Male,117,60026.80421674916,100.0,300,5.0,Digital-Shoppers,3,0.18759090463624856
2418,67,Male,106,13197.88674809635,1.0,300,5.0,Premium-Loyalists,0,2.4378403483184776
2419,52,Female,119,42062.90550487278,100.0,300,5.0,Digital-Shoppers,3,0.6642714386877929
2420,53,Male,35,36641.96010752885,100.0,837,5.0,Budget-Conscious,2,2.495283389678942
2421,61,Female,82,9908.301015908948,1.0,312,5.0,Premium-Loyalists,0,2.491291794348088
2422,39,Female,53,7470.606118911703,1.0,313,5.0,Premium-Loyalists,0,2.532150227251899
2423,32,Male,19,91274.29367124742,1.0,333,1.0,Credit-Reliant,1,3.175635731832507
2424,29,Female,69,8978.251428285974,1.0,300,5.0,Premium-Loyalists,0,2.5066188652514967
2425,18,Male,25,75596.14122095042,100.0,300,5.0,Digital-Shoppers,3,0.2491999887281433
2426,75,Male,11,60343.9215669128,100.0,319,5.0,Digital-Shoppers,3,0.18907803934608475
2427,28,Female,74,111566.5257987982,1.0,370,1.3,Credit-Reliant,1,3.216586522157621
2428,41,Female,17,30235.154608716868,100.0,850,5.0,Budget-Conscious,2,2.6096846681167403
2429,40,Female,36,106000.6545746208,1.0,334,1.0,Credit-Reliant,1,3.281776748560234
2430,49,Male,90,108875.38200206676,1.0,309,1.0,Credit-Reliant,1,3.305134662680994
2431,57,Male,95,38391.45769991686,100.0,317,5.0,Digital-Shoppers,3,0.7644409681043747
2432,57,Male,96,2087.501158355403,1.0,300,5.0,Premium-Loyalists,0,2.6256499366935597
2433,36,Female,21,442.1988175741448,1.0,302,5.0,Premium-Loyalists,0,2.6551450031614747
2434,42,Female,18,10932.721229825893,1.0,300,5.0,Premium-Loyalists,0,2.4743502660748526
2435,49,Female,60,103980.77569577684,1.0,435,1.0,Credit-Reliant,1,3.3127450270393757
2436,41,Male,18,100942.40458026023,1.0,306,1.0,Credit-Reliant,1,3.2377126690195315
2437,69,Male,1,58336.52355653262,100.0,304,5.0,Digital-Shoppers,3,0.2302164625213725
2438,52,Male,14,24555.72657046117,1.0,300,5.0,Premium-Loyalists,0,2.2707023276220766
2439,56,Male,8,1662.971623741505,1.0,300,5.0,Premium-Loyalists,0,2.6332352271715833
2440,54,Male,66,39076.90288848733,100.0,850,4.0,Budget-Conscious,2,2.600011607698212
2441,62,Female,51,113168.14714439842,1.0,313,1.0,Credit-Reliant,1,3.3468659627757873
2442,47,Female,79,47584.59806282428,100.0,825,3.6,Budget-Conscious,2,2.508783725134671
2443,25,Female,60,65697.52072973424,100.0,305,5.0,Digital-Shoppers,3,0.06172508665568579
2444,50,Male,34,81387.15902141412,100.0,300,5.0,Digital-Shoppers,3,0.4023307263102292
2445,35,Male,36,44084.74407693523,100.0,850,3.8,Budget-Conscious,2,2.5954529759341853
2446,37,Female,62,119200.13709530453,1.0,360,1.0,Credit-Reliant,1,3.4196529527564965
2447,53,Male,1,99768.9555923485,1.0,333,1.4,Credit-Reliant,1,3.0573291518283225
2448,63,Female,115,32466.33637986158,100.0,799,4.6,Budget-Conscious,2,2.389805344185861
2449,45,Female,85,70073.40077569523,100.0,306,5.0,Digital-Shoppers,3,0.10895505144846707
2450,49,Male,42,8144.209509637362,1.0,300,5.0,Premium-Loyalists,0,2.5205980492145503
2451,70,Female,1,7733.7067293963855,1.0,300,5.0,Premium-Loyalists,0,2.5275233370375187
2452,48,Male,96,98.63500095323604,1.0,300,5.0,Premium-Loyalists,0,2.6614235942665356
2453,80,Female,84,125243.99635035878,1.0,358,1.0,Credit-Reliant,1,3.489621685851835
2454,53,Female,54,96213.82446814825,1.0,351,1.0,Credit-Reliant,1,3.2102101739553914
2455,18,Male,47,77580.93809499948,100.0,300,5.0,Digital-Shoppers,3,0.3013526505996137
2456,56,Male,100,99609.41291597356,1.0,328,1.0,Credit-Reliant,1,3.229279195813531
2457,50,Female,39,45989.62608508591,100.0,795,4.9,Budget-Conscious,2,2.2454730420169193
2458,64,Female,30,52854.51251878606,100.0,300,5.0,Digital-Shoppers,3,0.3757021986982256
2459,55,Male,7,4825.787294749017,1.0,301,5.0,Premium-Loyalists,0,2.5773737013300297
2460,42,Female,22,99979.88436883918,1.0,413,1.0,Credit-Reliant,1,3.26585341228199
2461,26,Male,50,115507.68520432049,1.0,330,1.0,Credit-Reliant,1,3.3726403917140186
2462,41,Male,45,8344.011980886082,100.0,850,4.8,Budget-Conscious,2,2.8859231270568215
2463,32,Male,74,99665.39513991878,1.0,382,1.0,Credit-Reliant,1,3.2461649800534738
2464,36,Male,72,69518.53616688619,100.0,310,5.0,Digital-Shoppers,3,0.0990935485977682
2465,53,Male,91,65895.17674965083,100.0,300,5.0,Digital-Shoppers,3,0.06343176870801208
2466,70,Female,10,30784.63933650493,100.0,832,4.9,Budget-Conscious,2,2.5309249000983445
2467,50,Male,14,31557.702095805536,100.0,836,4.9,Budget-Conscious,2,2.5395038713939657
2468,27,Male,46,115594.10055180088,1.0,311,1.0,Credit-Reliant,1,3.3718090797656655
2469,51,Male,116,107864.52540104811,1.0,315,1.0,Credit-Reliant,1,3.296114315085419
2470,62,Female,118,6151.708271559207,1.0,300,5.0,Premium-Loyalists,0,2.554484182011694
2471,35,Female,75,58784.27639825861,100.0,300,5.0,Digital-Shoppers,3,0.21954667887752838
2472,42,Male,6,66295.83574215873,100.0,300,5.0,Digital-Shoppers,3,0.06097800656331748
2473,45,Male,21,1596.1789145584237,1.0,306,5.0,Premium-Loyalists,0,2.634351082507389
2474,33,Male,62,59566.042898635176,100.0,306,5.0,Digital-Shoppers,3,0.19832183190243652
2475,54,Male,97,38636.03293629584,100.0,838,3.8,Budget-Conscious,2,2.584877223425398
2476,43,Male,19,12567.971242576474,1.0,320,5.0,Premium-Loyalists,0,2.4487327214848293
2477,51,Male,103,64154.37170193432,100.0,300,5.0,Digital-Shoppers,3,0.08974985414531761
2478,31,Male,88,65561.46456480266,94.09763939272636,305,5.0,Digital-Shoppers,3,0.0702508725325727
2479,38,Female,82,1133.5556322424345,1.0,340,5.0,Premium-Loyalists,0,2.6472581493250327
2480,55,Male,99,11614.295231789763,1.0,300,5.0,Premium-Loyalists,0,2.4632626034421867
2481,39,Female,116,63954.98013190734,100.0,300,5.0,Digital-Shoppers,3,0.09379508053387307
2482,70,Female,62,101551.15469510273,1.0,314,1.0,Credit-Reliant,1,3.2426863243622566
2483,39,Female,107,112849.36382821384,1.0,300,1.0,Credit-Reliant,1,3.3435273459750863
2484,48,Male,101,11109.958583751324,1.0,302,5.0,Premium-Loyalists,0,2.4713983871822323
2485,58,Male,83,36088.17479139958,100.0,850,4.9,Budget-Conscious,2,2.5553553072587634
2486,23,Male,53,96163.77169374468,1.0,303,1.0,Credit-Reliant,1,3.203335956148059
2487,18,Female,24,95870.9577299026,1.0,309,1.2,Credit-Reliant,1,3.1125417286445387
2488,22,Male,56,63865.261619468576,100.0,316,5.0,Digital-Shoppers,3,0.10569786450980753
2489,63,Female,62,5896.389232214473,1.0,300,5.0,Premium-Loyalists,0,2.558875289451402
2490,36,Female,34,39695.36399171592,100.0,850,5.0,Budget-Conscious,2,2.5250440305705255
2491,80,Male,22,8364.137738275467,1.0,302,5.0,Premium-Loyalists,0,2.5168407469064777
2492,36,Female,68,107481.79282527458,1.0,317,1.0,Credit-Reliant,1,3.2927874147557135
2493,47,Male,57,32895.03449852835,100.0,850,3.2,Budget-Conscious,2,2.800139763344614
2494,68,Male,10,58606.12758102444,98.87974836202666,300,5.0,Digital-Shoppers,3,0.2195147380258933
2495,75,Male,66,106543.90097909691,1.0,400,1.0,Credit-Reliant,1,3.311017648877262
2496,75,Male,8,36574.245177362114,100.0,850,4.3,Budget-Conscious,2,2.584794561180021
2497,63,Female,97,69902.10951316605,100.0,300,5.0,Digital-Shoppers,3,0.10703338326612137
2498,60,Male,38,8409.537773569331,1.0,318,5.0,Premium-Loyalists,0,2.516730189268606
2499,53,Male,107,6459.475459972752,1.0,300,5.0,Premium-Loyalists,0,2.5492056554636684
2500,56,Female,62,23047.54057350052,100.0,831,4.9,Budget-Conscious,2,2.613558704279082
2501,36,Female,28,100428.83215399944,1.0,300,1.0,Credit-Reliant,1,3.233854574851213
2502,32,Male,10,106634.605913548,1.0,322,1.0,Credit-Reliant,1,3.285669548729399
2503,44,Female,45,107416.95913993136,1.0,358,1.0,Credit-Reliant,1,3.30020694775009
2504,42,Female,65,20042.86350059628,100.0,849,5.0,Budget-Conscious,2,2.7207744778428857
2505,38,Male,98,56872.10666928087,100.0,319,5.0,Digital-Shoppers,3,0.27590206529400585
2506,55,Male,67,53309.2200194715,100.0,300,5.0,Digital-Shoppers,3,0.3636178086380273
2507,59,Male,9,8214.522889773849,1.0,300,5.0,Premium-Loyalists,0,2.519414803437529
2508,46,Female,5,12494.079754520882,1.0,300,5.0,Premium-Loyalists,0,2.4490797930594335
2509,67,Female,106,105808.72661695532,1.0,300,1.3,Credit-Reliant,1,3.14828808958989
2510,27,Female,10,57360.17746493383,100.0,317,5.0,Digital-Shoppers,3,0.2614389458679485
2511,42,Female,12,2607.5563256737755,1.0,300,5.0,Premium-Loyalists,0,2.6163959906464296
2512,34,Male,82,66207.23333365226,100.0,303,5.0,Digital-Shoppers,3,0.05811834011900522
2513,18,Male,58,93578.72148299516,1.0,300,1.0,Credit-Reliant,1,3.186810823242078
2514,43,Male,21,104974.94738942062,1.0,302,1.0,Credit-Reliant,1,3.2704082788150055
2515,43,Female,21,62804.48295909614,100.0,303,5.0,Digital-Shoppers,3,0.11756099007003444
2516,67,Female,65,9520.41996162889,1.0,308,5.0,Premium-Loyalists,0,2.4975484876723213
2517,54,Male,3,63416.46129142511,100.0,300,5.0,Digital-Shoppers,3,0.10531462427281438
2518,29,Female,69,123505.77920219816,1.0,324,1.0,Credit-Reliant,1,3.4616952941099295
2519,72,Male,89,61554.33009715151,100.0,300,5.0,Digital-Shoppers,3,0.14921854472705337
2520,63,Male,64,25061.35986797414,100.0,850,4.7,Budget-Conscious,2,2.671228256186019
2521,53,Male,49,71836.00201057433,100.0,300,5.0,Digital-Shoppers,3,0.15290572965351118
2522,41,Male,72,77187.26578033353,100.0,300,5.0,Digital-Shoppers,3,0.2909705971838623
2523,30,Male,17,117774.55128603015,1.0,391,1.0,Credit-Reliant,1,3.416569598412895
2524,39,Male,73,70294.2570182315,100.0,300,5.0,Digital-Shoppers,3,0.1159109070464358
2525,61,Male,32,6460.807095922455,1.0,300,5.0,Premium-Loyalists,0,2.549182851360459
2526,73,Male,70,21016.39226444304,100.0,837,4.1,Budget-Conscious,2,2.71566678425232
2527,68,Female,113,31246.02279825649,100.0,816,4.5,Budget-Conscious,2,2.4781637649835555
2528,37,Male,104,44930.832924783295,100.0,850,3.6,Budget-Conscious,2,2.6260813814535866
2529,28,Female,21,102821.5227906941,1.0,319,1.0,Credit-Reliant,1,3.253135299054498
2530,47,Male,7,101562.6527975404,1.0,431,1.0,Credit-Reliant,1,3.2904768599149437
2531,18,Male,7,109922.1684749607,1.0,401,1.0,Credit-Reliant,1,3.3422478496897092
2532,49,Male,111,119904.46795624094,1.0,381,1.3,Credit-Reliant,1,3.3123028114774757
2533,42,Male,103,56622.11677368145,100.0,300,5.0,Digital-Shoppers,3,0.2760113937782483
2534,38,Female,118,109263.17026361772,1.0,382,1.0,Credit-Reliant,1,3.3263664364116923
2535,21,Male,27,5402.15164149501,1.0,300,5.0,Premium-Loyalists,0,2.567406452665469
2536,52,Female,8,5091.8871712617,1.0,304,5.0,Premium-Loyalists,0,2.5726974982533033
2537,37,Female,73,93873.54945243974,1.0,303,1.0,Credit-Reliant,1,3.1885691253260084
2538,27,Female,28,12262.543944509274,100.0,850,4.8,Budget-Conscious,2,2.8298910766156813
2539,18,Female,79,6351.931076239683,1.0,315,5.0,Premium-Loyalists,0,2.5513619551179336
2540,44,Female,66,80810.10955350095,100.0,300,5.0,Digital-Shoppers,3,0.386969241492655
2541,71,Male,71,63538.47889020394,100.0,300,5.0,Digital-Shoppers,3,0.10263818458490785
2542,69,Female,47,103267.03382445424,1.0,394,1.0,Credit-Reliant,1,3.2800921286271096
2543,38,Male,82,35303.49746076836,100.0,834,4.9,Budget-Conscious,2,2.495383644532725
2544,35,Male,86,103324.71869833308,1.0,306,1.3,Credit-Reliant,1,3.126419763008267
2545,52,Male,114,112820.10400903792,1.0,452,1.0,Credit-Reliant,1,3.4063185618611445
2546,30,Female,10,14159.52486330792,1.0,300,5.0,Premium-Loyalists,0,2.422639031004875
2547,49,Female,118,36444.87799274598,85.30916936878627,300,5.0,Digital-Shoppers,3,0.848923351733107
2548,56,Male,114,41297.83992063673,100.0,850,4.3,Budget-Conscious,2,2.547818538251054
2549,63,Female,33,29085.613135105523,100.0,812,3.5,Budget-Conscious,2,2.6258346023590287
2550,43,Male,7,80849.7532865725,99.20636182693644,319,5.0,Digital-Shoppers,3,0.39053113116583626
2551,41,Male,3,5772.216652185048,1.0,318,5.0,Premium-Loyalists,0,2.5615970268549497
2552,31,Male,14,19036.9107614964,100.0,850,5.0,Budget-Conscious,2,2.7372933421146945
2553,32,Male,44,71699.30383172882,100.0,300,5.0,Digital-Shoppers,3,0.14952938560960935
2554,41,Male,46,13375.267855255464,1.0,300,5.0,Premium-Loyalists,0,2.4350227655549164
2555,50,Female,61,26398.16365119995,100.0,850,3.6,Budget-Conscious,2,2.780089332860801
2556,58,Female,36,24184.351188594235,100.0,822,5.0,Budget-Conscious,2,2.5634815574586716
2557,32,Male,13,3300.140597506263,1.0,300,5.0,Premium-Loyalists,0,2.604137988318888
2558,67,Female,16,52249.75112737209,100.0,318,5.0,Digital-Shoppers,3,0.3955780501301589
2559,40,Female,80,30653.60649519885,100.0,850,3.7,Budget-Conscious,2,2.7196495371826583
2560,44,Female,118,50227.06164183413,100.0,300,5.0,Digital-Shoppers,3,0.445705588142221
2561,33,Female,5,4215.440432802991,1.0,312,5.0,Premium-Loyalists,0,2.5881659405632
2562,18,Male,116,3663.432072130469,1.0,303,5.0,Premium-Loyalists,0,2.597663878829946
2563,58,Female,89,29717.58094804772,100.0,844,5.0,Budget-Conscious,2,2.590367690123372
2564,56,Female,38,4171.051652814338,1.0,308,5.0,Premium-Loyalists,0,2.588784352339304
2565,40,Male,102,104389.26494181735,1.0,311,1.0,Credit-Reliant,1,3.265551188526383
2566,46,Male,50,9075.464932762055,1.0,312,5.0,Premium-Loyalists,0,2.505111721005876
2567,52,Female,38,13571.688900540736,1.0,356,5.0,Premium-Loyalists,0,2.4424002333909383
2568,21,Male,103,86173.99621595189,94.14881412329946,300,5.0,Digital-Shoppers,3,0.5309215036626238
2569,37,Female,56,5261.495909559813,1.0,306,5.0,Premium-Loyalists,0,2.569759669595645
2570,56,Male,63,103786.06020347282,1.0,313,1.4,Credit-Reliant,1,3.0883484438889455
2571,26,Female,48,7261.143989715278,1.0,300,5.0,Premium-Loyalists,0,2.535531885716668
2572,49,Male,105,105682.50918635092,1.0,359,1.0,Credit-Reliant,1,3.285265639489722
2573,24,Female,90,71266.59430371874,100.0,300,5.0,Digital-Shoppers,3,0.13894429983051854
2574,51,Female,59,3702.173264621436,1.0,300,5.0,Premium-Loyalists,0,2.597057378891625
2575,44,Male,77,85392.31679133377,1.0,302,1.0,Credit-Reliant,1,3.143853081075587
2576,20,Female,44,97952.04822634454,1.0,300,1.0,Credit-Reliant,1,3.215702553869887
2577,62,Male,115,5494.782590677018,1.0,300,5.0,Premium-Loyalists,0,2.56580442535091
2578,33,Male,90,6765.805023639236,1.0,301,5.0,Premium-Loyalists,0,2.543934586152429
2579,32,Male,55,79461.04703462606,100.0,300,5.0,Digital-Shoppers,3,0.3511190099582983
2580,48,Female,55,119152.52582153871,1.0,300,1.0,Credit-Reliant,1,3.4104088992640844
2581,62,Male,1,12662.535357764164,1.0,311,5.0,Premium-Loyalists,0,2.4464439345969624
2582,29,Male,8,101886.10089980462,13.341837734777284,320,1.0,Credit-Reliant,1,3.0992900859294243
